name	type
100,000	NUM
Huda al-Attas	PER
Southern Yemeni	LOC
Dawʿan	LOC
Hadhramaut	LOC
Al - Afif prize	MISC
1997	TIME
hājis rūḥ wa hājis jasad	MISC
Aden	LOC
1995	TIME
University of Aden	ORG
Yemeni Writers' Union	ORG
Ibtisam al-Mutawakkil	PER
Southern Movement	MISC
Arabic	LOC
Yemen	LOC
Perle dello Yemen	MISC
Old and New Dreams	ORG
Dewey Redman	PER
musette	MISC
Charlie Haden	PER
Don Cherry	PER
Ed Blackwell	PER
Ornette Coleman	PER
ECM	ORG
Playing	MISC
a year	TIME
Black Saint	ORG
A Tribute to Blackwell	MISC
Adventure Time	MISC
Cole Sanchez	PER
Rebecca Sugar	PER
Patrick McHale	PER
Adam Muto	PER
Kent Osborne	PER
Pendleton Ward	PER
Jeremy Shada	PER
John DiMaggio	PER
Olivia Olson	PER
Tom Kenny	PER
Marshall Lee	PER
Donald Glover	PER
Cartoon Network	ORG
February 18, 2013	TIME
Fionna and Cake	MISC
Madeleine Martin	PER
Roz Ryan	PER
Glover	PER
Neil Patrick Harris	PER
3.1 million	NUM
John Udell	PER
22 June 1795	TIME
30 June 1874	TIME
Baptist	ORG
Great Plains	LOC
1850	TIME
1859	TIME
Solano County	LOC
Sonoma County	LOC
Incidents of Travel to California Across the Great Plains	MISC
1856	TIME
Journal of John Udell , Kept During a Trip Across the Plains	MISC
Rose-Baley Party	ORG
Animositisomina	MISC
Ministry	MISC
Sanctuary Records	ORG
Sphinctour	MISC
Aoxomoxoa	MISC
Grateful Dead	MISC
Fuse 's Uranium	MISC
Jourgensen	PER
The Light Pours Out of Me	MISC
Magazine	ORG
Real Life	MISC
1978	TIME
1980s	TIME
Paul Barker	PER
Hypo Luxa / Hermes Pan	MISC
Houses of the Molé	MISC
April 2016	TIME
With Sympathy	MISC
Barker	PER
Leper	MISC
Hellmut G. Haasis	PER
7 January 1942	TIME
Georg Elser	PER
Adolf Hitler	PER
1939	TIME
Reinhard Heydrich	PER
Holocaust	MISC
Joseph Süß Oppenheimer	PER
1738	TIME
1940	TIME
Nazi	ORG
Jud Süß	MISC
Mühlacker	LOC
Swabia	LOC
Swabian	MISC
Thaddäus Troll Literature Prize	MISC
Schubart Literature Prize	MISC
Civis Media Prize	MISC
Maximato	ORG
Mexico	LOC
1928	TIME
1934	TIME
Plutarco Elías Calles	PER
six - year	TIME
Alvaro Obregón	PER
July 1928	TIME
Partido Nacional Revolucionario	ORG
1929	TIME
Emilio Portes Gil	PER
1 December 1928	TIME
4 February 1930	TIME
Pascual Ortiz Rubio	PER
September 1932	TIME
Abelardo L. Rodríguez	PER
Lázaro Cárdenas	PER
Mexican	LOC
Theology	MISC
Sinéad O'Connor	PER
Rubyworks	ORG
Koch Records	ORG
Dublin Sessions	MISC
London Sessions	MISC
I Do n't Know How to Love Him	MISC
Andrew Lloyd Webber	PER
Tim Rice	PER
Jesus Christ Superstar	MISC
Billboard 's Independent Albums	MISC
4,700	NUM
375,000	NUM
Shoghaken Folk Ensemble	ORG
Armenian	LOC
Yerevan	LOC
Armenia	LOC
Théâtre de la Ville	LOC
Estonia	LOC
United Arab Emirates	LOC
eighteen	NUM
2002 Folklife Festival	MISC
Yo Yo Ma	PER
Ararat	MISC
Shoghaken Ensemble : Music From Armenia	MISC
Hasmik Harutyunyan	PER
Aleksan Harutyunyan	PER
yellow - faced honeyeater	MISC
Meliphagidae	MISC
twenty	NUM
thirty minutes	TIME
Banksia	MISC
Grevillea	MISC
March	TIME
May	TIME
Queensland	LOC
July	TIME
August	TIME
New South Wales	LOC
Victoria	LOC
Honeyeaters	MISC
International Union for Conservation of Nature	ORG
Why Did n't They Ask Evans	MISC
Agatha Christie	PER
the United Kingdom	LOC
Collins Crime Club	ORG
September 1934	TIME
Dodd , Mead and Company	ORG
1935	TIME
The Boomerang Clue	MISC
seven shillings	NUM
sixpence	NUM
7/6	NUM
$ 2.00	NUM
Bobby Jones	PER
Frances Derwent	PER
Evans	PER
Poirot	PER
Robert Barnard	PER
Lively	MISC
Evelyn Waugh	PER
Vile Bodies	MISC
Livia Bitton-Jackson	PER
February 28, 1931	TIME
Samorin	LOC
Czechoslovakia	LOC
13 years old	NUM
Bubi	PER
Ghetto	LOC
Nagymagyar	LOC
Auschwitz	LOC
1945	TIME
New York University	ORG
Hebrew	ORG
I Have Lived a Thousand Years	MISC
Forgotten Freshness	MISC
Insane Clown Posse	ORG
Detroit	LOC
Forgotten Freshness Volumes 1 & 2	MISC
Ghetto Zone	MISC
Life At Risk	MISC
Ask You Somethin	MISC
Southwest Strangla	MISC
3 Ring	MISC
12	NUM
Riddle Box	MISC
Black River	LOC
Michigan	LOC
Lake Michigan	LOC
South Haven	LOC
South Pier Lighthouse	LOC
13	NUM
North Branch Black River	LOC
Middle Branch Black River	LOC
South Branch Black River	LOC
Black River Drain	LOC
Leverich Drain	LOC
North State Road Drain	LOC
Clyde Township	LOC
Ganges Township	LOC
Allegan County	LOC
Little Bear Lake Drain	LOC
Melvin Creek	LOC
Lee Township	LOC
Van Buren County	LOC
Lower Jeptha Lake Drain	LOC
Black River Extension Drain	LOC
Columbia Township	LOC
Breedsville	LOC
three miles	NUM
Van Buren	LOC
Allegan	LOC
Brain - Washing	MISC
Russian	MISC
Lavrentiy Beria	PER
Soviet	LOC
Kenneth Goff	PER
Scientology	ORG
L. Ron Hubbard	PER
Oliver Kenneth Goff	PER
L Ron Hubbard Jr.	PER
The Communist Manual of Psycho - Political Warfare	MISC
the Communist Manual of Instructions of Psychopolitical Warfare	MISC
Unearthed	MISC
Johnny Cash	PER
Rick Rubin	PER
Cash	PER
Rock	MISC
The Resurrection of Johnny Cash : Hurt , Redemption , and American Recordings	MISC
Cascais	LOC
Greater Lisbon	LOC
Portugal	LOC
Portuguese Riviera	LOC
206,479	NUM
97.40   km	NUM
the 1870s	TIME
Luís I	PER
Edward VIII	PER
Juan Carlos I	PER
Umberto II	PER
Iberian Peninsula	LOC
KeyBank Pavilion	LOC
Burgettstown	LOC
25 miles	NUM
Pittsburgh	LOC
23,000	NUM
7,100	NUM
16,000	NUM
Live Nation	ORG
Billy Joel	PER
June 17, 1990	TIME
Post - Gazette Pavilion	LOC
Pittsburgh Post - Gazette	ORG
February 2010	TIME
First Niagara Bank	ORG
2016	TIME
KeyCorp	ORG
Stage AE	LOC
North Shore	LOC
Heinz Field	LOC
Smilacaceae	MISC
Liliaceae	MISC
thirty years	TIME
55 millions years	TIME
Early Paleogene	TIME
Paleocene	TIME
Eocene	TIME
Liliales	MISC
We Lost the Road	MISC
Bee Gees	ORG
Barry Gibb	PER
Robin Gibb	PER
To Whom It May Concern	MISC
Trafalgar	MISC
January 28 , 1971	TIME
Barry	PER
2	NUM
Robin	PER
Pauline Bonaparte	PER
20 October 1780	TIME
9 June 1825	TIME
Guastalla	LOC
Sulmona	LOC
Rossano	LOC
Letizia Ramolino	PER
Carlo Buonaparte	PER
Corsica	LOC
Louis XVI of France	PER
Napoleon	PER
Charles Leclerc	PER
1802	TIME
Camillo Borghese	PER
Prince of Sulmona	PER
Dermide Leclerc	PER
Bonaparte	PER
Elba	LOC
Evelina De Lain	PER
Evelina Renatovna Pronskaya	PER
2 February 1977	TIME
Zhovti Vody	LOC
Dnipropetrovsk	LOC
Ukraine	LOC
5	NUM
14	NUM
M. Glinka Conservatoire	ORG
Broadway	ORG
Jeanne Lehman	PER
Potz	PER
Beauty and the Beast	MISC
Kissy Simmons	PER
Nahla	PER
Lion King	MISC
Azerbaijani Popular Front Party	ORG
Azerbaijan	LOC
Abulfaz Elchibey	PER
Ali Kerimli	PER
Mirmahmud Miralioglu	PER
7 January 2001	TIME
11.0 %	NUM
6	NUM
125	NUM
Gudrat Hasanguliyev	PER
0.4 %	NUM
15 October 2003	TIME
6 November 2005	TIME
Freedom	ORG
Donaldson Air Force Base	LOC
United States Air Force	ORG
Greenville	LOC
South Carolina	LOC
Greenville Army Air Base	LOC
1963	TIME
Donaldson Center Airport	LOC
United States Army Air Forces	ORG
Third Air Force	ORG
B-25 Mitchell	MISC
C-124 Globemaster II	MISC
The Airlift Capital of the World	MISC
Berlin airlift	MISC
Korean War	MISC
Tactical Air Command	ORG
Military Air Transport Service	ORG
The Logical Song	MISC
Supertramp	ORG
Breakfast in America	MISC
A&M	ORG
US Billboard chart	MISC
Paul McCartney	PER
Roger Hodgson	PER
Classics Live	MISC
Breakfast	MISC
America World Tour	MISC
Act of Reinstating Independence of Lithuania	MISC
Council of Lithuania	ORG
16 February 1918	TIME
Lithuanian	ORG
Vilnius	LOC
Act	MISC
Jonas Basanavičius	PER
Vilnius Conference	MISC
Act of 8 January	MISC
Germans	ORG
1918	TIME
Cabinet of Lithuania	ORG
Wars of Independence	MISC
laconic Act	MISC
Constitutions of Lithuania	MISC
29 March 2017	TIME
Behzad Mirkhani	PER
May 13, 1969	TIME
Tehran	LOC
Persian	LOC
Iran House of Music	ORG
Irish Music Rights Organisation	ORG
Registry of Guitar Tutors	ORG
The Last Leaf	MISC
Baby	MISC
USA	LOC
The Queen	LOC
Spanish	LOC
Chile	LOC
Santiago Province	LOC
Santiago Metropolitan Region	LOC
Larraín	PER
Ñuñoa	LOC
La Reina Alta	LOC
Metropolitan Region	LOC
—Aerodrómo Eulogio Sánchez Errázuriz	LOC
Tobalaba)—	LOC
Avenida Larraín	LOC
Tom Scholz	PER
More Than a Feeling	MISC
Peace of Mind	MISC
Foreplay/Long Time	MISC
Rock and Roll Band	MISC
Smokin	MISC
Do n't Look Back	MISC
A Man I'll Never Be	MISC
Amanda	MISC
75 million	NUM
31 million	NUM
17 million	NUM
seven million	NUM
40 years	TIME
VH1	ORG
The Father - Thing	MISC
1954	TIME
Philip K. Dick	PER
Dick	PER
Body Snatchers	MISC
Underwood - Miller	ORG
Second Variety	MISC
Citadel	ORG
Philip K. Dick 's Electric Dreams	MISC
Michael Dinner	PER
Greg Kinnear	PER
Hangzhou	LOC
Mandarin	MISC
Zhejiang Province	LOC
East China	LOC
Hangzhou Bay	LOC
Ningbo	LOC
Grand Canal	LOC
West Lake	LOC
UNESCO World Heritage Site	LOC
21.102 million	NUM
9,018,000	NUM
September 2015	TIME
2022 Asian Games	MISC
Asian Games	MISC
Beijing	LOC
Guangzhou	LOC
Alibaba	ORG
eleventh G-20 summit	MISC
Google Keep	MISC
Google	ORG
March 20, 2013	TIME
Android	MISC
iOS	MISC
Keep	MISC
Google Now	MISC
Hugh Raymond McCrae	PER
4 October 1876	TIME
17 February 1958	TIME
Melbourne	LOC
George Gordon McCrae	PER
Sydney	LOC
Camden	LOC
Adam Lindsay Gordon	PER
W. J. Lincoln	PER
The Life 's Romance of Adam Lindsay Gordon	MISC
The Ship of Heaven	MISC
Independent Theatre	LOC
1933	TIME
Alfred Hill	PER
Norman Lindsay	PER
Kenneth Slessor	PER
Christopher Brennan	PER
Shaw Neilson	PER
Pat Sullivan	PER
Felix the Cat in New York	MISC
the 1920s	TIME
John Gough	PER
1903	TIME
51	TIME
Song of the Rain	MISC
Colombine	MISC
Facit catalog	MISC
Scandinavia	LOC
1947	TIME
Denmark	LOC
Faroes	LOC
Iceland	LOC
Norway	LOC
Greenland	LOC
Åland	LOC
Danish West Indies	LOC
20	NUM
FACIT 2007 Special	MISC
FACIT Postal VII	MISC
FACIT Sverige 2005	MISC
FACIT Special Classic	MISC
2018	TIME
Facit Förlag AB	ORG
Västerås	LOC
Belgrade	LOC
seventeen	NUM
Six	NUM
Belgrade City Proper	LOC
mesna zajednica	LOC
Belgraders	LOC
Palilula	LOC
Hadžipopovac	LOC
Profesorska Kolonija	LOC
Čukarica	LOC
Banovo Brdo	LOC
Čukarička Padina	LOC
Englezovac	LOC
Savinac	LOC
Vračar	LOC
Jevremovac	LOC
Stari Grad	LOC
Selo Rakovica	LOC
Voždovac	LOC
Rakovica	LOC
Bežanija	LOC
Bežanijski Blokovi	LOC
North America	LOC
61%	NUM
43%	NUM
Canadian " Oil Patch "	MISC
25,000	NUM
100	NUM
Alberta	LOC
Clark Kent	PER
Lois Lane	PER
Jerry Siegel	PER
Joe Shuster	PER
DC Comics	MISC
Action Comics # 1	MISC
June 1938	TIME
John Byrne	PER
Man of Steel	MISC
the 1990s	TIME
Dec. 1996	TIME
Convergence : Superman # 2	MISC
July 2015	TIME
Jonathan Samuel Kent	PER
Princessa	PER
Mónica Capel Cruz	PER
18 May 1975	TIME
World On Ice	MISC
Gran Circo Mundial	MISC
Frank Peterson	PER
16	NUM
All I Want	MISC
Valerie Dore	PER
The Night	MISC
Good Times	MISC
Eric Burdon & the Animals	ORG
Winds of Change	MISC
Eric Burdon	PER
John Weider	PER
Götz George	PER
Danny McCulloch	PER
Barry Jenkins	PER
San Franciscan Nights	MISC
Ai n't that So	MISC
Stranger in the House	MISC
Burdon	PER
Die Katze	PER
Ozzy Osbourne	PER
Under Cover	MISC
The Official Live Bootleg # 2	MISC
Small Town Crime	MISC
Walk Away Renée	MISC
Michael Brown	PER
Bob Calilli	PER
Tony Sansone	PER
Left Banke	ORG
July 1966	TIME
Steve Martin Caro	PER
13 weeks	TIME
Mamas & the Papas	ORG
California Dreamin	MISC
November 1965	TIME
World United Productions, Inc.	ORG
Harry Lookofsky	PER
Rolling Stone	ORG
220	NUM
500 Greatest Songs of All Time	MISC
The Four Tops	ORG
Rick Price	ORG
J. R. R. Tolkien	PER
Amras	PER
Amrod	PER
Fëanor	PER
Nerdanel	PER
Mahtan	PER
Quenya	MISC
Pityafinwë	PER
Little Finwë	PER
Top - russet	PER
Tolkien	PER
Amros	PER
Sindarin	MISC
Maedhros	LOC
War of the Jewels	MISC
Kinslaying of Sirion	MISC
Kopelman Quartet	ORG
Mikhail Kopelman	PER
Boris Kuschnir	PER
Igor Sulyga	PER
Mikhail Milman	PER
Moscow Conservatory	ORG
twenty - five years	TIME
Musikverein	LOC
Vienna	LOC
Dom Muzyki	LOC
Moscow	LOC
Concertgebouw	LOC
Amsterdam	LOC
Wigmore Hall	LOC
Elisabeth Leonskaja	PER
Mischa Maisky	PER
Julian Rachlin	PER
Edinburgh International Festival	MISC
Valladolid Festival	MISC
Zurich Festival	MISC
Colmar Festival	MISC
Prague Spring Festival	MISC
Wimbledon Music Festival	MISC
Ravinia Festival	MISC
Rammstein	ORG
Herzeleid	MISC
Ramstein air show disaster	MISC
Paul Landers	PER
Richard Kruspe	PER
David Lynch	PER
Lost Highway	MISC
Live aus Berlin	MISC
Till Lindemann	PER
05	TIME
Liebe ist für alle da	MISC
Made in Germany	MISC
Bück Dich	MISC
Wikitorial	MISC
Los Angeles Times	ORG
June 17, 2005	TIME
War and Consequences	MISC
War in Iraq	MISC
Jimmy Wales	PER
Wikimedia Foundation	ORG
Wikipedia	MISC
Love Story	MISC
Yelawolf	PER
April 21, 2015	TIME
Shady Records	ORG
Slumerican	ORG
Nashville	LOC
Tennessee	LOC
Eminem	PER
Malay	PER
WLPWR	PER
Box Chevy V	MISC
Till It's Gone	MISC
Whiskey in a Bottle	MISC
American You	MISC
Best Friend	MISC
51,000	NUM
Bože pravde	MISC
Constitution of Serbia	MISC
Principality of Serbia	LOC
Kingdom of Serbs	LOC
Croats	LOC
Slovenes	LOC
Parliament of Serbia	ORG
August 17, 2004	TIME
November 8, 2006	TIME
May 11, 2009	TIME
1872	TIME
Davorin Jenko	PER
Jovan Đorđević	PER
Marko kazuje na kome je carstvo	MISC
Marko	PER
Anna "Ans" Dresden-Polak	PER
24 November 1906	TIME
23 July 1943	TIME
Dutch	LOC
1928 Summer Olympics	MISC
Stella Blits-Agsteribbe	PER
Lea Kloot-Nordheim	PER
Sobibor	LOC
Judikje Themans-Simons	PER
Gerrit Kleerekoper	PER
Sobibor extermination camp	LOC
Westerbork concentration camp	LOC
Sobibór	LOC
Eva	PER
Barend Dresden	PER
Jewish Sports Hall of Fame	MISC
Swiss Lady	MISC
Swiss	LOC
Eurovision Song Contest	MISC
1977	TIME
Pepe Lienhard Band	ORG
Swiss Single Chart	MISC
Israel	LOC
Ilanit	PER
Ahava Hi Shir Lishnayim	MISC
Forbes	ORG
71	NUM
Carole Vinci	PER
Vivre	MISC
Fu River	LOC
Jiangxi province	LOC
Fuzhou	LOC
Wuyi Mountains	LOC
Nanchang	LOC
Poyang Lake	LOC
Gan River	LOC
Yangtze	LOC
Juliet of the Spirits	MISC
B-52s	ORG
Funplex	MISC
September 9, 2008	TIME
Federico Fellini	PER
Cindy Wilson	PER
Kate Pierson	PER
Fred Schneider	PER
Keith Strickland	PER
Old Dominion Lady Monarchs	ORG
Old Dominion University	ORG
Norfolk	LOC
NCAA Division I	ORG
Conference USA	ORG
AIAW	ORG
Immaculata	ORG
Delta State	ORG
West Chester State	ORG
Wayland Baptist	ORG
Stephen F. Austin	PER
Nancy Lieberman	PER
Anne Donovan	PER
UCLA	ORG
NCAA	ORG
José Luis Murature	PER
27 January 1876	TIME
15 September 1929	TIME
Argentine	LOC
Argentina	LOC
Buenos Aires	LOC
José P. Murature	PER
Dolores Legarrete	PER
Colegio Nacional de Buenos Aires	ORG
University of Buenos Aires	ORG
1898	TIME
La Nación	ORG
Military School	ORG
Hamburg	LOC
Seven Lakes High School	ORG
Fort Bend County	LOC
Texas	LOC
Cinco Ranch	LOC
Katy	LOC
Seven Meadows	LOC
Grand Lakes	LOC
Houston	LOC
Katy Independent School District	LOC
Texas Education Agency	ORG
27,000	NUM
US News	ORG
The Houston Chronicle 's Chronicle Cup	MISC
McKay	MISC
Bronx	LOC
20 years	TIME
Anthony Hamilton	PER
DJ Spinna Toshi Reagon	PER
Big lovely	PER
Roy Hargrove	PER
Jacques Schwarz-Bart	PER
Katalyst	PER
Mos Def	PER
Talib Kweli	PER
Tricky	PER
Carl Hancock Rux	PER
Amp Fiddler	PER
Tell it Like it Is	MISC
EP	MISC
Stephanie McKay	MISC
Kelis	PER
Brooklyn Funk Essentials	ORG
Marella Explorer	MISC
Century	MISC
Marella Cruises	ORG
TUI	ORG
MV Galaxy	MISC
Celebrity Cruises	ORG
Mein Schiff	MISC
Meyer Werft shipyard	LOC
Papenburg	LOC
25May 1995	TIME
May 1996	TIME
twelve years	TIME
Galaxy	MISC
Celebrity Galaxy	MISC
May 2009	TIME
TUI AG	ORG
Royal Caribbean Cruises Ltd.	ORG
15 May 2009	TIME
Mein Schiff 1	MISC
November 2010	TIME
Pierre Marsan	PER
June 29, 1948	TIME
Montreal	LOC
Robert-Baldwin	LOC
Quebec Liberal Party	ORG
Université du Québec à Montréal	ORG
Université de Montréal	ORG
Hotel - Dieu	ORG
Saint-Jérôme Hospital	ORG
Montreal Heart Institute	ORG
Hôpital du Sacré-Coeur	ORG
Santa Cabrini Hospital	LOC
Epic Foundation	ORG
Hôpital du Sacré Coeur Foundation	ORG
Association of Canadian Teaching Hospitals	ORG
Pour un Quebec en Santé	MISC
Health and Social Services	ORG
Jean Charest	PER
Immigration and Cultural Communities	ORG
Anna Jordan Huff	PER
Space Ballerinas	ORG
Olympia	LOC
All Your Faded Things	MISC
Justin Trosper	PER
This Is an Exercise	MISC
Kill Rock Stars	ORG
Beth Ditto	PER
Mirah	PER
Ithaca	LOC
The Microphones	ORG
Cloud Eye Control	ORG
Day/Moon	ORG
Police Beat	MISC
This World Made Itself	MISC
Myth and Infrastructure	MISC
Dreaming of Lucid Living	MISC
Miwa Matreyek	PER
Maureen Selwood	PER
Stealing Cinderella	MISC
Wicks	PER
September 2007	TIME
Starting Now	MISC
George Teren	PER
Rivers Rutherford	PER
fifty - two	NUM
Billboard	ORG
Billboard Hot Country Songs	MISC
Grand Ole Opry	MISC
University of Tennessee	ORG
Phillip Fulmer	PER
Courtney	PER
Ballblazer	MISC
Lucasfilm Games	ORG
Atari 8-bit	MISC
Atari 5200	MISC
Apple II	MISC
ZX Spectrum	MISC
Amstrad CPC	MISC
Commodore 64	MISC
MSX	MISC
Atari 7800	MISC
Nintendo Famicom	MISC
Ballblaster	MISC
David Levine	PER
LucasArts	ORG
Rainbow Arts	ORG
Masterblazer	MISC
Amiga	MISC
Atari ST	MISC
MS-DOS	MISC
March 31, 1997	TIME
Ballblazer Champions	MISC
Sony PlayStation	MISC
Rockwell City Bridge	LOC
Rockwell City	LOC
270th Street	LOC
Calhoun County	LOC
Iowa State Highway Commission	ORG
Des Moines	LOC
James B. Marsh	PER
Iowa Bridge Company	ORG
$ 11,690	NUM
$ 4,107.65	NUM
U.S. Highway 20	LOC
Kim Yoon-seok	PER
January 21, 1968	TIME
The Chaser	MISC
South Korea	LOC
Running Turtle	MISC
The Yellow Sea	MISC
Punch	MISC
2011),The	TIME
Sea Fog	MISC
The Classified File	MISC
The Priests	MISC
Hans Achim Litten	PER
19 June 1903	TIME
5 February 1938	TIME
Nazis	ORG
1932	TIME
Weimar Republic	LOC
three hours	TIME
Reichstag	ORG
five years	TIME
Dachau	LOC
The Man Who Crossed Hitler	MISC
1931	TIME
Yeshiva Rabbi Chaim Berlin	ORG
Haredi	ORG
Brooklyn	LOC
Yeshiva Tiferes Bachurim	ORG
Meir Berlin	PER
Bar - Ilan	ORG
Chaim Berlin	PER
Jerusalem	LOC
two thousand	NUM
Joseph Isaac Clanton	PER
1847	TIME
June 1 , 1887	TIME
The Cowboys	ORG
Wyatt	PER
Virgil	PER
Morgan Earp	PER
Doc Holliday	PER
October 26, 1881	TIME
Corral	LOC
Tombstone	LOC
Arizona Territory	LOC
19-year	NUM
Billy	PER
Holliday	PER
30-day	TIME
Wells Spicer	PER
Six years	TIME
Caniapiscau River	LOC
Koksoak River	LOC
Nunavik	LOC
Cree	ORG
Lac Sevestre	LOC
Fermont	LOC
Canadian Shield	LOC
Rivière aux Mélèzes	LOC
Kanniq Confluence	LOC
1985	TIME
La Grande	LOC
45 %	NUM
La Grande River	LOC
James Bay	LOC
Caniapiscau Reservoir	LOC
Lake Caniapiscau	LOC
9,600	NUM
September 1984	TIME
Chute du Calcaire	LOC
1,5 %	NUM
1,5	NUM
George River	LOC
James Bay region	LOC
Trans-Taiga Road	LOC
Bastille Day military parade	MISC
14 July	TIME
1880	TIME
Champs-Élysées	LOC
l'Arc de Triomphe	LOC
Place de la Concorde	LOC
French Republic	LOC
Marseille	LOC
Toulon	LOC
Brest	LOC
Belfort	LOC
Four	NUM
Christian	ORG
andreia	MISC
Temperance	MISC
Sōphrosynē	MISC
Greek word	MISC
Plato	PER
Republic Book IV	MISC
426	TIME
435	TIME
Protagoras 330b	MISC
Cicero	PER
Ambrose	PER
Augustine	PER
Hippo	LOC
Thomas Aquinas	PER
Latin	MISC
Quadrivium	MISC
Super Mario World	MISC
Nintendo	ORG
Super Nintendo Entertainment System	MISC
Mario	MISC
Toadstool	PER
Dinosaur Land	LOC
Bowser	PER
Koopalings	PER
Super Mario games	MISC
Luigi	PER
Yoshi	PER
Koopa Troopas	MISC
Nintendo Entertainment Analysis & Development	ORG
Takashi Tezuka	PER
Shigeru Miyamoto	PER
Nintendo Entertainment System	MISC
20 million	NUM
Yoshi 's Island	MISC
October 1995	TIME
Super Mario All - Stars + Super Mario World	MISC
Game Boy Advance	MISC
Virtual Console	MISC
Wii	MISC
Wii U	MISC
New Nintendo 3DS	MISC
Super NES Classic Edition	MISC
Pass It On	MISC
The Coral	ORG
Magic and Medicine	MISC
CD	MISC
DVD	MISC
3-minute	TIME
You Like Me Too Much	MISC
Scrubs	MISC
My Turf War	MISC
Ken Loach	PER
Looking for Eric	MISC
Monroe Township Public Schools	LOC
Monroe Township	LOC
Gloucester County	LOC
New Jersey	LOC
5,921	NUM
437.8	NUM
FTE	MISC
13.52:1	NUM
New Jersey Department of Education	ORG
Doctor in the House	MISC
Ralph Thomas	PER
Betty Box	PER
Nicholas Phipps	PER
Richard Gordon	PER
Ronald Wilkinson	PER
Great Britain	LOC
Dirk Bogarde	PER
the 1950s	TIME
Kenneth More	PER
Donald Sinden	PER
Donald Houston	PER
James Robertson Justice	PER
Lancelot Spratt	PER
Svetlana Yakovlevna Jitomirskaya	PER
June 4, 1966	TIME
Kharkiv	LOC
Valentina Borok	PER
Yakov Zhitomirskii	PER
Moscow State University	ORG
Vladimir Arnold	PER
Yakov Sinai	PER
University of California , Irvine	ORG
Artur Avila	PER
Quaudiophiliac	MISC
QuAUDIOPHILIAc	MISC
Frank Zappa	PER
DVD - Audio	MISC
Barking Pumpkin Records	ORG
Over - Nite Sensation	MISC
1973	TIME
Apostrophe	MISC
DiscReet Records	MISC
Dweezil Zappa	PER
1970	TIME
Chunga Basement	MISC
Chunga 's Revenge	MISC
Royce Hall	MISC
Abnuceals Emuukha Electric Orchestra	ORG
Orchestral Favorites	MISC
Lumpy Gravy	MISC
Adolphe Deschamps	PER
17 June 1807	TIME
19 July 1875	TIME
Belgian	LOC
Victor - Auguste - Isidor Deschamps	PER
1830	TIME
Catholic	ORG
Pierre de Decker	PER
La Revue de Bruxelles	ORG
Catholics	ORG
Liberals	ORG
Belgian Chamber of Representatives	ORG
1836	TIME
1839	TIME
Treaty of London	MISC
Great Powers	ORG
Netherlands	LOC
1842	TIME
1843	TIME
1864	TIME
Haps Magazine	MISC
Busan	LOC
Korean	LOC
Korea	LOC
Bobby McGill	PER
K - pop	MISC
Psy	PER
TIME	ORG
The Washington Post	MISC
New York Post	ORG
Gangnam Style	MISC
Kim Tae-kyun	PER
Shane Youman	PER
National Human Rights Commission of Korea	ORG
François Asselineau	PER
14 September 1957	TIME
Rally for France	ORG
UMP	ORG
Union Populaire Républicaine	ORG
European Union	ORG
Eurozone	LOC
NATO	ORG
Arrêt sur	PER
Frexit	ORG
0.92 %	NUM
Anarchy Reigns	MISC
PlatinumGames	ORG
Sega	ORG
Atsushi Inaba	PER
Masaki Yamanaka	PER
MadWorld	MISC
July 5, 2012	TIME
May 25	TIME
June 18	TIME
Twitter	MISC
March 2013	TIME
October 19, 2012	TIME
January 11, 2013	TIME
Karelian Republic	LOC
Petrozavodsk	LOC
643,548	NUM
Russian SFSR	LOC
Resolution of the Presidium of the All - Russian Central Executive Committee	MISC
All - Russian Central Executive Committee	ORG
June 27, 1923	TIME
Council of People 's Commissars	ORG
July 25 , 1923	TIME
Karelian Labor Commune	ORG
1956	TIME
Karelo-Finnish Soviet Socialist Republic	LOC
Set Them Free	PER
February 11, 1990	TIME
Kentucky	LOC
October 30, 2018	TIME
Stop The Music	MISC
U.S. Champion 2-Yr - Old Colt	MISC
Hail To Reason	MISC
Tyrant	MISC
Valseuse	MISC
Ann	PER
Jerome Moss	PER
Fasig - Tipton Calder	ORG
$ 45,000	NUM
Brian Mayberry	PER
Sting	PER
Pasadena Stakes	MISC
Santa Anita Park	LOC
Debutante Breeders' Cup Stakes	MISC
Bay Meadows Racetrack	LOC
Breeders ' Cup Juvenile Fillies	MISC
Kentucky Derby	MISC
Giacomo	MISC
Holy Bull	MISC
Tiago	MISC
Pleasant Tap	MISC
Bartolomeo Altomonte	PER
Bartholomäus Hohenberg	PER
24 February 1694	TIME
Warsaw	LOC
11 November 1783	TIME
Sankt Florian	LOC
Austrian	LOC
Martino Altomonte	PER
Jan Sobieskis	PER
Linz	LOC
St. Florian	LOC
Priory and Admont Abbey	LOC
Daniel Gran	PER
Give ' Em the Boot	MISC
Hellcat Records	ORG
July 29, 1997	TIME
Punk - O - Rama	MISC
Unsound	MISC
Epitaph Records	ORG
Roots Radicals	MISC
... And Out Come the Wolves	MISC
Rancid	ORG
Tim Armstrong	PER
Universal Declaration of Human Rights	MISC
early 1947	TIME
late 1948	TIME
Drafting Committee	ORG
United Nations Commission on Human Rights	ORG
Commission on Human Rights	ORG
Economic and Social Council	ORG
General Assembly of the United Nations	ORG
Commission	ORG
Declaration	MISC
John Peters Humphrey	PER
United Nations Secretariat	ORG
Eleanor Roosevelt	PER
René Cassin	PER
