name	type
31 December 2013	TIME
National Highway 11	LOC
Neak Leung	LOC
National Highway 7	LOC
Thnal Totoung	LOC
Tboung Kmom District	LOC
Massachusetts	LOC
1980s	TIME
Tom Scholz	PER
More Than a Feeling	MISC
Peace of Mind	MISC
Foreplay/Long Time	MISC
Rock and Roll Band	MISC
Smokin	MISC
Do n't Look Back	MISC
A Man I'll Never Be	MISC
Amanda	MISC
75 million	NUM
31 million	NUM
17 million	NUM
seven million	NUM
40 years	TIME
VH1	ORG
Bergqvist	PER
6 October 1962	TIME
Sweden	LOC
1984	TIME
Synthpop	MISC
Shanghai	LOC
Ballerina	MISC
Kee Marcello	PER
Harpo	PER
1987	TIME
Tracks of Sweden	MISC
Simon Johansson	PER
Heatherly	PER
Disney	ORG
Club Penguin	ORG
Lane Merrifield	PER
Coins For Change	MISC
September 7, 2016	TIME
NBCUniversal	ORG
Minions	MISC
Despicable Me	MISC
NBC	ORG
Alfred	PER
Sherman Island	LOC
Sacramento-San Joaquin River Delta	LOC
Sacramento County	LOC
two kilometres	NUM
Antioch	LOC
Sacramento-	LOC
Solano-	LOC
Contra Costa - Counties	LOC
Sacramento River	LOC
Three Mile Slough	LOC
San Joaquin River	LOC
California State Route 160	LOC
Antioch Bridge	LOC
Three Mile Slough Bridge	LOC
Brannan Island State Recreation Area	LOC
Sherman Lake	LOC
Rammstein	ORG
Herzeleid	MISC
Ramstein air show disaster	MISC
Paul Landers	PER
Richard Kruspe	PER
David Lynch	PER
Lost Highway	MISC
Live aus Berlin	MISC
Till Lindemann	PER
05	TIME
Liebe ist für alle da	MISC
Made in Germany	MISC
Bück Dich	MISC
Haps Magazine	MISC
Busan	LOC
Korean	LOC
Korea	LOC
Bobby McGill	PER
K - pop	MISC
Psy	PER
TIME	ORG
The Washington Post	MISC
New York Post	ORG
Gangnam Style	MISC
South Korean	LOC
Kim Tae-kyun	PER
Shane Youman	PER
National Human Rights Commission of Korea	ORG
KeyBank Pavilion	LOC
Burgettstown	LOC
25 miles	NUM
Pittsburgh	LOC
23,000	NUM
7,100	NUM
16,000	NUM
Live Nation	ORG
Billy Joel	PER
June 17, 1990	TIME
Post - Gazette Pavilion	LOC
Pittsburgh Post - Gazette	ORG
February 2010	TIME
First Niagara Bank	ORG
KeyCorp	ORG
Stage AE	LOC
North Shore	LOC
Heinz Field	LOC
S. Justin Selvaraj	PER
Tamil	MISC
Telugu	LOC
Hindi	LOC
Vasanth	PER
Sabapathy	PER
Vaali	PER
Kushi	MISC
New	PER
Anbe Aaruyire	MISC
Isai	MISC
Kalvanin Kadhali	MISC
Thirumagan	MISC
Vyabari	MISC
Antagonist	PER
Spyder	MISC
Mersal	MISC
Antara Gange	LOC
Shathashrunga	LOC
Karnataka	LOC
Kolar	LOC
Kannada	MISC
two miles	NUM
seventy kilometers	NUM
Bangalore	LOC
Sri Kashi Vishweshwara temple	LOC
Shiva	PER
Basava	PER
3-4 km	NUM
Therhalli	LOC
Alexander Alexandrovich Novikov	PER
December 3, 1976	TIME
Soviet Air Force	ORG
Second World War	MISC
Hero of the Soviet Union	MISC
Soviet	LOC
Politburo	ORG
NKVD	ORG
Lavrentiy Beria	PER
Zhukov	PER
Joseph Stalin	PER
Embedded Visual Basic	MISC
Microsoft Visual Basic	MISC
PDAs	MISC
Windows CE	MISC
Windows 98	MISC
Windows NT	MISC
Windows XP	MISC
Embedded Visual C++	MISC
Microsoft Visual C++	MISC
Embedded Visual J++	MISC
Visual FoxPro	MISC
ActiveSync	MISC
Control Panel	MISC
Install & Uninstall Programmes	MISC
RegEdit	MISC
Microsoft Office	MISC
Pocket	MISC
Embedded Visual InterDev	MISC
MSDN	MISC
Visual Source Safe	MISC
Visual Basic	MISC
Windows Script Host	MISC
CD - Rom	MISC
Visual J++	MISC
Visual C++	MISC
Visual Basic 6.0	MISC
Visual J++ 6.0	MISC
Visual C++ 6.0	MISC
CD - Roms	MISC
.NET	MISC
Microsoft One Basic	MISC
NS BASIC	MISC
Joseph Isaac Clanton	PER
June 1 , 1887	TIME
The Cowboys	ORG
Wyatt	PER
Virgil	PER
Morgan Earp	PER
Doc Holliday	PER
October 26, 1881	TIME
Corral	LOC
Tombstone	LOC
Arizona Territory	LOC
19-year	NUM
Billy	PER
Holliday	PER
30-day	TIME
Wells Spicer	PER
Six years	TIME
Return to Castle Wolfenstein	MISC
Activision	ORG
November 19, 2001	TIME
Microsoft Windows	MISC
PlayStation 2	MISC
Xbox	MISC
Linux	MISC
Macintosh	MISC
Wolfenstein	MISC
Gray Matter Interactive	ORG
Nerve Software	ORG
i d Software	MISC
Wolfenstein 3D	MISC
Splash Damage	MISC
Game of the Year	MISC
August 18, 2009	TIME
Do n't Let It End	MISC
Kilroy Was Here	MISC
Styx	ORG
Dennis DeYoung	PER
RPM Top Singles	MISC
July 2 , 1983	TIME
classicrockrevisited.com	ORG
A&M	ORG
Roboto	PER
Show Me The Way	MISC
Babe	MISC
Best of Times	MISC
Why Did n't They Ask Evans	MISC
Agatha Christie	PER
the United Kingdom	LOC
United Kingdom	LOC
Collins Crime Club	ORG
September 1934	TIME
Dodd , Mead and Company	ORG
1935	TIME
The Boomerang Clue	MISC
seven shillings	NUM
sixpence	NUM
7/6	NUM
$ 2.00	NUM
Bobby Jones	PER
Frances Derwent	PER
Evans	PER
Poirot	PER
Robert Barnard	PER
1990	TIME
Lively	MISC
Evelyn Waugh	PER
Vile Bodies	MISC
Animositisomina	MISC
Ministry	MISC
Sanctuary Records	ORG
Sphinctour	MISC
Aoxomoxoa	MISC
Grateful Dead	MISC
Fuse 's Uranium	MISC
Jourgensen	PER
The Light Pours Out of Me	MISC
Magazine	ORG
Real Life	MISC
Paul Barker	PER
Hypo Luxa / Hermes Pan	MISC
Houses of the Molé	MISC
April 2016	TIME
With Sympathy	MISC
Barker	PER
Leper	MISC
adoption reunion registry	MISC
British Columbia	LOC
Newfoundland	LOC
International Soundex Reunion Registry, Inc.	ORG
ISRR	ORG
April 2005	TIME
National Adoption Contact Preference Register	MISC
Ireland	LOC
Irish	LOC
Antonie Philips van Leeuwenhoek	PER
FRS	ORG
24 October 1632	TIME
26 August 1723	TIME
Delft	LOC
Dutch Republic	LOC
1654	TIME
1670s	TIME
1590s	TIME
1720s	TIME
Royal Society	ORG
Pacific Fair	LOC
Broadbeach Waters	LOC
Gold Coast	LOC
Queensland	LOC
Hooker Retail Developments	ORG
1977	TIME
96	NUM
January 2014	TIME
Myer	ORG
Kmart	ORG
Target	ORG
Coles	ORG
Toys ' R ' Us	ORG
Daimaru	ORG
12-screen	NUM
Birch Carroll and Coyle Cinema	ORG
Event Cinemas	ORG
late 2015	TIME
Surfside Buslines	ORG
Broadbeach South station	LOC
Star Gold Coast	LOC
Gold Coast Convention & Exhibition Centre	LOC
Little Tallebudgera Creek	LOC
Surfers Riverwalk	LOC
The Mole	MISC
Good Times	MISC
Eric Burdon & the Animals	ORG
Winds of Change	MISC
Eric Burdon	PER
John Weider	PER
Götz George	PER
Danny McCulloch	PER
Barry Jenkins	PER
20	NUM
San Franciscan Nights	MISC
Ai n't that So	MISC
Stranger in the House	MISC
Burdon	PER
Die Katze	PER
Ozzy Osbourne	PER
Under Cover	MISC
The Official Live Bootleg # 2	MISC
Small Town Crime	MISC
Barksdale Global Power Museum	LOC
Eighth Air Force Museum	LOC
Barksdale Air Force Base	LOC
Bossier City	LOC
Louisiana	LOC
the 2nd Bomb Wing	ORG
Air Force	ORG
Air Force Art	MISC
United States military aviation	ORG
Barksdale AFB	LOC
the 8th Air Force	ORG
Bossier Gate	LOC
9:30 AM	TIME
4:00 PM	TIME
Thanksgiving	MISC
Christmas	MISC
New Year's Day	MISC
José Luis Murature	PER
27 January 1876	TIME
15 September 1929	TIME
Argentine	LOC
Argentina	LOC
1914	TIME
Buenos Aires	LOC
José P. Murature	PER
Dolores Legarrete	PER
Colegio Nacional de Buenos Aires	ORG
University of Buenos Aires	ORG
1898	TIME
La Nación	ORG
Military School	ORG
Kopelman Quartet	ORG
Russian	MISC
2002	TIME
Mikhail Kopelman	PER
Boris Kuschnir	PER
Igor Sulyga	PER
Mikhail Milman	PER
Moscow Conservatory	ORG
twenty - five years	TIME
Musikverein	LOC
Vienna	LOC
Dom Muzyki	LOC
Moscow	LOC
Concertgebouw	LOC
Amsterdam	LOC
Wigmore Hall	LOC
Elisabeth Leonskaja	PER
Mischa Maisky	PER
Julian Rachlin	PER
Edinburgh International Festival	MISC
Valladolid Festival	MISC
Zurich Festival	MISC
Colmar Festival	MISC
Prague Spring Festival	MISC
Wimbledon Music Festival	MISC
Ravinia Festival	MISC
Act of Reinstating Independence of Lithuania	MISC
Council of Lithuania	ORG
16 February 1918	TIME
Lithuanian	ORG
Vilnius	LOC
Act	MISC
twenty	TIME
Jonas Basanavičius	PER
Vilnius Conference	MISC
Act of 8 January	MISC
Germans	ORG
World War I	MISC
1918	TIME
Cabinet of Lithuania	ORG
Wars of Independence	MISC
laconic Act	MISC
Constitutions of Lithuania	MISC
29 March 2017	TIME
Anahita Temple	LOC
Iran	LOC
Anahita	PER
Kangāvar	LOC
Kermanshah Province	LOC
Bishapur	LOC
Kangavar	LOC
Hellenistic	LOC
Persian architectural	MISC
200 m	NUM
Achaemenid	ORG
Apadana Palace	LOC
Persepolis	LOC
Iranian	LOC
Khurra	LOC
Markazi Province	LOC
Good Life	MISC
The Braxtons	ORG
Toni Braxton	PER
Towanda	PER
Trina	PER
Traci Braxton	PER
Tamar Braxton	PER
Klarmann/Weber	ORG
Arista	ORG
Family	MISC
Billboard Hot Black Single	MISC
L.A. Reid	PER
Babyface	PER
LaFace Records	ORG
1996	TIME
So Many Ways	MISC
Atlantic Records	ORG
The Essential Toni Braxton	MISC
Standard Oil Co. Inc.	ORG
Rockefeller	PER
Henry Flagler	PER
United States Supreme Court	ORG
Standard Oil	MISC
Trust - busting	MISC
1897	TIME
ExxonMobil	ORG
Chevron	ORG
1882	TIME
John Dustin Archbold	PER
Florida East Coast Railway	LOC
Henry H. Rogers	PER
Virginian Railway	LOC
Gary Hall	PER
Jamaica	LOC
Juilliard	ORG
Simon Estes	PER
USA Network	ORG
Latin America	LOC
Wendi Mercury	PER
One Life to Live	MISC
Daron Hagen	PER
Vera of Las Vegas	MISC
Off - Broadway	MISC
Opera for Dummies	MISC
The Boston Phoenix	MISC
GLAAD Media Award	MISC
America 's Got Talent	MISC
Cherry Grove	LOC
McKay	MISC
Bronx	LOC
20 years	TIME
Anthony Hamilton	PER
DJ Spinna Toshi Reagon	PER
Big lovely	PER
Roy Hargrove	PER
Jacques Schwarz-Bart	PER
Katalyst	PER
Mos Def	PER
Talib Kweli	PER
Tricky	PER
Carl Hancock Rux	PER
Amp Fiddler	PER
Tell it Like it Is	MISC
EP	MISC
Stephanie McKay	MISC
Kelis	PER
Brooklyn Funk Essentials	ORG
Dai Nippon Sugar Manufacturing Co.	ORG
Nitto Chemical Industry Co.	ORG
Hideki Tōjō	PER
1944	TIME
Fujiyama	PER
UNESCO	ORG
60	TIME
United Nations	ORG
U.S .– Japan Security Treaty	MISC
Economic Planning Agency	ORG
Old and New Dreams	ORG
Dewey Redman	PER
musette	MISC
Charlie Haden	PER
Don Cherry	PER
Ed Blackwell	PER
Ornette Coleman	PER
ECM	ORG
Playing	MISC
a year	TIME
Italian	LOC
Black Saint	ORG
A Tribute to Blackwell	MISC
Obliteration Pie	MISC
Robyn Hitchcock	PER
America	LOC
Madonna Of The Wasps	MISC
My Wife And My Dead Wife	MISC
Lipps Inc.	ORG
Funkytown	MISC
I Often Dream Of Trains	MISC
The Man With The Lightbulb Head	MISC
mid-1980s	TIME
Got ta Let This Hen Out	MISC
Bristol	LOC
Hartford County	LOC
Connecticut	LOC
Hartford	LOC
120 miles	NUM
100 miles	NUM
60,477	NUM
ESPN	ORG
Lake Compounce	LOC
1846	TIME
American Clock & Watch Museum	LOC
American Silver Company	ORG
1851	TIME
Mum City	LOC
Bristol Mum Festival	MISC
Money	MISC
Best Places to Live	MISC
Hartford Magazine	MISC
Greater Hartford	LOC
Best Bang for the Buck	MISC
David Tod	PER
February 21 , 1805	TIME
1868	TIME
Tod	PER
American Civil War	MISC
Democrat	ORG
Republicans	ORG
War Democrats	ORG
1863	TIME
two - year	TIME
Abraham Lincoln	PER
Swiss Lady	MISC
Swiss	LOC
Eurovision Song Contest	MISC
Pepe Lienhard Band	ORG
Swiss Single Chart	MISC
Ilanit	PER
Ahava Hi Shir Lishnayim	MISC
Forbes	ORG
71	NUM
Carole Vinci	PER
Vivre	MISC
Pierre Jean "Buster" Martin	PER
1 September 1906	TIME
12 April 2011	TIME
Pimlico Plumbers	ORG
Liberal Democrat	ORG
Menzies Campbell	PER
97	NUM
Connecticut River Walk	LOC
Springfield	LOC
New England	LOC
Connecticut River	LOC
3.7 miles	NUM
Chicopee	LOC
South End Bridge	LOC
Naismith Memorial Basketball Hall of Fame	LOC
Knowledge Corridor	MISC
Interstate 91 - a	LOC
1960s	TIME
George A. Romero 's Land of the Dead	MISC
George A. Romero	PER
Living Dead	MISC
Night of the Living Dead	MISC
Dawn of the Dead	MISC
Day of the Dead	MISC
Diary of the Dead	MISC
Survival of the Dead	MISC
$ 15–19   million	NUM
$ 46   million	NUM
Golden Triangle	LOC
the Throat	MISC
Anarchy Reigns	MISC
PlatinumGames	ORG
Sega	ORG
Atsushi Inaba	PER
Masaki Yamanaka	PER
Wii	MISC
MadWorld	MISC
July 5, 2012	TIME
May 25	TIME
June 18	TIME
Twitter	MISC
March 2013	TIME
October 19, 2012	TIME
January 11, 2013	TIME
Carlo Giuseppe Ratti	PER
1737	TIME
1795	TIME
Baroque	MISC
Giovanni Agostino Ratti	PER
Savona	LOC
Rome	LOC
Anton Raphael Mengs	PER
Pompeo Batoni	PER
Genoa	LOC
Raffaele Soprani	PER
Vite de ' pittori , scultori ed architetti genovesi	MISC
1769	TIME
Annunciation	MISC
Santa Maria delle Vigne	LOC
A Life of Rafael Mengs	MISC
Notices of Correggio	MISC
Luigi Lanzi	PER
Liguria	LOC
Storia Pittorica dell'Italia	MISC
Pius VI	PER
Accademia Ligustica di Belle Arti	ORG
Raimondo Ghelli	PER
Empire of Japan	LOC
French State	LOC
Indochinese	LOC
26 September 1940	TIME
Battle of South Guangxi	MISC
Sino-Japanese War	MISC
Republic of China	LOC
French Indochina	LOC
Kunming – Hai Phong Railway	LOC
Haiphong	LOC
Hanoi	LOC
Kunming	LOC
Yunnan	LOC
Tonkin	LOC
Clark Kent	PER
Lois Lane	PER
Jerry Siegel	PER
Joe Shuster	PER
DC Comics	MISC
Action Comics # 1	MISC
June 1938	TIME
John Byrne	PER
Man of Steel	MISC
the 1990s	TIME
Dec. 1996	TIME
Convergence : Superman # 2	MISC
July 2015	TIME
Jonathan Samuel Kent	PER
Related	ORG
Los Angeles	LOC
Las Vegas	LOC
Miami	LOC
San Francisco	LOC
Abu Dhabi	LOC
São Paulo	LOC
3,000	NUM
8,000	NUM
$ 4 billion	NUM
Taft Hartley	PER
Time Warner Center	LOC
CityPlace	LOC
West Palm Beach	LOC
Hudson Yards Redevelopment Project	MISC
Manhattan	LOC
Chelsea	LOC
Hell 's Kitchen	MISC
Huda al-Attas	PER
Southern Yemeni	LOC
1971	TIME
Dawʿan	LOC
Hadhramaut	LOC
Al - Afif prize	MISC
hājis rūḥ wa hājis jasad	MISC
Aden	LOC
University of Aden	ORG
Yemeni Writers' Union	ORG
Ibtisam al-Mutawakkil	PER
Southern Movement	MISC
Yemen	LOC
Perle dello Yemen	MISC
London Symphony Chorus	ORG
150	NUM
1966	TIME
London Symphony Orchestra	ORG
Barbican Centre	LOC
Avery Fisher Hall	LOC
Bismarck	LOC
North Dakota	LOC
Burleigh County	LOC
Fargo	LOC
72,865	NUM
132,142	NUM
European	LOC
Americans	LOC
Missouri River	LOC
1889	TIME
Dakota Territory	LOC
Mandan	LOC
Native American	ORG
Bismarck - Mandan Metropolitan Statistical Area	LOC
North Dakota State Capitol	LOC
4,000	NUM
South Dakota	LOC
Linda Karen Reynolds	PER
16 May 1965	TIME
Australian Senate	ORG
Western Australia	LOC
1 July 2014	TIME
Liberal Senate	ORG
High Court	ORG
Federal Liberal Party	ORG
Australian Army Reserve	ORG
Chris Ellison	PER
Conspicuous Service Cross	MISC
2011 Australia Day Honours	MISC
Army Strategic Reform Program	MISC
Alfred Reynolds	PER
Labor Party	ORG
Western Australian Legislative Assembly	ORG
Miss Little Havana	MISC
Cuban	LOC
Gloria Estefan	PER
Unwrapped	MISC
twenty - sixth	NUM
September 27, 2011	TIME
Crescent Moon Records	ORG
Verve Forecast	ORG
Universal Music Group	ORG
Pharrell Williams	PER
Estefan	PER
Emilio Estefan	PER
13,697	NUM
21,522	NUM
Wepa	MISC
Billboard Hot Dance Club Songs	MISC
Kyle Hills	LOC
Ross Island	LOC
Antarctica	LOC
Mount Terror	LOC
Cape Crozier	LOC
Mount McIntosh	LOC
Advisory Committee on Antarctic Names	ORG
Philip R. Kyle	PER
New Mexico Institute of Mining and Technology	ORG
Socorro	LOC
28	NUM
1969	TIME
New Zealand Antarctic Research Program	MISC
76	TIME
National Science Foundation	ORG
23	NUM
United States Antarctic Program	MISC
Mount Erebus	LOC
Mount Erebus Volcano Observatory	ORG
Myre	PER
NPR	ORG
Associated Press	ORG
New York Times	ORG
Jerusalem	LOC
Nicosia	LOC
Islamabad	LOC
Johannesburg	LOC
Nelson Mandela	PER
Gulf War	MISC
Taliban	ORG
Vladimir Putin	PER
Palestinian	LOC
Afghanistan	LOC
Middle East Institute	ORG
Ajudhia Nath Khosla	PER
11 December 1892	TIME
Central Waterways Irrigation and Navigation Commission of India	ORG
New Delhi	LOC
University of Roorkee	ORG
1954	TIME
Padma Bhushan	MISC
Padma Vibhushan	MISC
Rajya Sabha	ORG
Upper house of Indian Parliament	ORG
1958	TIME
Planning Commission of India	ORG
Odisha	LOC
September 1962	TIME
August 1966	TIME
September 1966	TIME
January 1968	TIME
Indian National Science Academy	ORG
1961	TIME
Hugh Raymond McCrae	PER
4 October 1876	TIME
17 February 1958	TIME
George Gordon McCrae	PER
Sydney	LOC
Camden	LOC
Adam Lindsay Gordon	PER
W. J. Lincoln	PER
The Life 's Romance of Adam Lindsay Gordon	MISC
The Ship of Heaven	MISC
Independent Theatre	LOC
1933	TIME
Alfred Hill	PER
Norman Lindsay	PER
Kenneth Slessor	PER
Christopher Brennan	PER
Shaw Neilson	PER
Pat Sullivan	PER
Felix the Cat in New York	MISC
the 1920s	TIME
John Gough	PER
51	TIME
Song of the Rain	MISC
Colombine	MISC
Trágala	MISC
Rafael del Riego	PER
Cabezas de San Juan	LOC
Trienio Liberal	TIME
1820	TIME
1823	TIME
Ferdinand VII	PER
Constitution of Cadiz	MISC
Holy Alliance	ORG
Hundred Thousand Sons	ORG
Saint Louis	LOC
Angoulême	PER
Ominous Decade	TIME
Ça Ira	MISC
Second Republic	LOC
Spanish Civil War	MISC
La Pitita	MISC
Alton	LOC
Mississippi River	LOC
Madison County	LOC
Illinois	LOC
Greater St. Louis	LOC
Missouri	LOC
27,865	NUM
Metro - East	LOC
Miles Davis	PER
Robert Wadlow	PER
Stephen Douglas	PER
October 1858	TIME
12,000	NUM
Confederate	ORG
Lament	MISC
Einstürzende Neubauten	ORG
7 November 2014	TIME
Diksmuide	LOC
World War I.	MISC
The Willy - Nicky Telegrams	MISC
Alexander Hacke	PER
Tsar Nicholas II	PER
Blixa Bargeld	PER
Kaiser Wilhelm	PER
James Reese Europe	PER
369th Infantry Regiment	ORG
Harlem Hellfighters	ORG
RANC	ORG
HMAS Creswell	ORG
Royal Australian Navy	ORG
RAN School of Survivability and Ship 's Safety	ORG
Kalkara Flight	ORG
Beecroft Weapons Range	ORG
Jervis Bay Village	LOC
Greenpatch	LOC
Jervis Bay	LOC
Jervis Bay Territory	LOC
Charles Huxtable	PER
Naval Waters for Jervis Bay	ORG
1915	TIME
Michael Waters	PER
Gus Van Sant	PER
My Own Private Idaho	MISC
River Phoenix	PER
Scott Favor	PER
Keanu Reeves	PER
New Queer Cinema	MISC
Eric Alan Edwards	PER
John Small	PER
August 27 , 1746	TIME
July 18 , 1831	TIME
Upper Canada	LOC
Cirencester	LOC
1746	TIME
1792	TIME
Executive Council of Upper Canada	ORG
John Graves Simcoe	PER
York	LOC
Toronto	LOC
Charles Small	PER
Berkeley House	LOC
January 1800	TIME
John White	PER
White	PER
Henry Allcock	PER
1831	TIME
James Edward	PER
Province of Canada	LOC
Charles Coxwell Small	PER
Parliaments	ORG
Parliaments of the Province of Canada	ORG
Dominion of Canada	LOC
Vans Warped Tour	MISC
4	NUM
2018	TIME
Vans	ORG
Kevin Lyman	PER
2018 Vans Warped Tour	MISC
2019	TIME
Battle of Talas	MISC
Battle of Talas River	MISC
Battle of Artlakh	MISC
Arab Abbasid Caliphate	ORG
Tibetan Empire	ORG
Chinese Tang dynasty	ORG
Xuanzong	PER
July 751 CE	TIME
Tang	ORG
Talas River	LOC
Syr Darya	LOC
central Asia	LOC
Karluks	ORG
Abbasids	ORG
Muslim	ORG
Transoxiana	LOC
400 years	TIME
Silk Road	MISC
Stantec Tower	LOC
Ice District	LOC
Edmonton	LOC
Alberta	LOC
JW	ORG
Marriott Edmonton Ice District & Residences	ORG
454	NUM
Stantec	ORG
Rogers Place	LOC
NHL	ORG
Edmonton Oilers	ORG
Adventure Time	MISC
Cole Sanchez	PER
Rebecca Sugar	PER
Patrick McHale	PER
Adam Muto	PER
Kent Osborne	PER
Pendleton Ward	PER
Jeremy Shada	PER
John DiMaggio	PER
Olivia Olson	PER
Tom Kenny	PER
Marshall Lee	PER
Donald Glover	PER
Cartoon Network	ORG
February 18, 2013	TIME
Fionna and Cake	MISC
Madeleine Martin	PER
Roz Ryan	PER
Glover	PER
Neil Patrick Harris	PER
3.1 million	NUM
Chris Elder	PER
New Zealand	LOC
1973	TIME
Beijing	LOC
Jakarta	LOC
Russian Federation	LOC
Wellington	LOC
Asian	LOC
Asia-Pacific region	LOC
Ministry of Foreign Affairs and Trade	ORG
Michael Green	PER
Robert Ayson	PER
Centre for Strategic Studies Discussion Paper , China 's Rise and New Zealand 's Interests : A Policy Primer for 2030	MISC
2030	TIME
Kim Yoon-seok	PER
January 21, 1968	TIME
The Chaser	MISC
Running Turtle	MISC
The Yellow Sea	MISC
Punch	MISC
2011),The	TIME
Sea Fog	MISC
The Classified File	MISC
The Priests	MISC
Castroverde	LOC
Lugo province	LOC
Galicia	LOC
37	NUM
Where the Party At	MISC
Jagged Edge	ORG
Nelly	PER
three weeks	TIME
five weeks	TIME
September 15 , 2001	TIME
Alicia Keys	PER
Fallin	MISC
Jennifer Lopez	PER
I 'm Real ( Murder Remix )	MISC
Best Rap/Sung Collaboration	MISC
44th Grammy Awards	MISC
Eve and Gwen Stefani	ORG
Let Me Blow Your Mind	MISC
Slivo Pole	LOC
Bulgaria	LOC
Rousse Province	LOC
Slivo Pole Municipality	LOC
five kilometres	NUM
Danube	LOC
Silistra	LOC
December 2009	TIME
3,169	NUM
29 November 2002	TIME
Tatars	ORG
Crimean War	MISC
1853	TIME
Romania	LOC
László Zarándi	PER
10 June 1929	TIME
Hungarian	LOC
100 metres	NUM
Kiskunfélegyháza	LOC
1946/47	TIME
SZVSE	ORG
1950	TIME
Hungary	LOC
1952 Summer Olympics	MISC
Helsinki	LOC
Géza Varasdi	PER
György Csányi	PER
Béla Goldoványi	PER
29 August 1954	TIME
Bern	LOC
European Championship of Athletics	MISC
1952	TIME
High Schoeo for Physical Education	ORG
László Szalma	PER
Olympic Games	MISC
Dragan Ivanov	PER
Hans Achim Litten	PER
19 June 1903	TIME
5 February 1938	TIME
Nazis	ORG
1929	TIME
1932	TIME
Weimar Republic	LOC
three hours	TIME
Reichstag	ORG
five years	TIME
Dachau	LOC
BBC	ORG
The Man Who Crossed Hitler	MISC
1931	TIME
Return of Saturn	MISC
No Doubt	ORG
April 11, 2000	TIME
Trauma Records	ORG
Eric Stefani	PER
two and a half years	TIME
Tragic Kingdom	MISC
Glen Ballard	PER
Gwen Stefani	PER
43rd Grammy Awards	MISC
Best Rock Album	MISC
Joos van der Beke	PER
1485	TIME
1540/1541	TIME
Antwerp	LOC
1511	TIME
1540	TIME
Netherlandish	LOC
Renaissance	MISC
Guild of Saint Luke of Antwerp	ORG
sixteenth century	TIME
Cornelis van Cleve	PER
1520	TIME
1567	TIME
mad Cleef	PER
SNGN Romgaz SA	ORG
Eastern Europe	LOC
40 %	NUM
Government of Romania	ORG
70.01%	NUM
Fondul Proprietatea	ORG
14.99%	NUM
15%	NUM
Târgu Mureș	LOC
Mediaș	LOC
Ploieşti	LOC
Mediaş	LOC
Bratislava	LOC
Slovakia	LOC
New Armenian Resistance	MISC
Armenian	LOC
Italy	LOC
Switzerland	LOC
Turkish	LOC
Brussels	LOC
Turkish Airlines	ORG
February 1983	TIME
Armenian Secret Army for the Liberation of Armenia	ORG
61%	NUM
43%	NUM
Canadian " Oil Patch "	MISC
25,000	NUM
Wulsbüttel	LOC
Cuxhaven	LOC
Lower Saxony	LOC
1 January 2014	TIME
Hagen i m Bremischen	LOC
Prince - Archbishopric	LOC
Bremen	LOC
1180	TIME
1648	TIME
Duchy of Bremen	LOC
1712	TIME
1715	TIME
Hanoverian Crown	ORG
1807	TIME
Kingdom of Westphalia	LOC
Duchy	LOC
1813	TIME
Electorate of Hanover	LOC
Kingdom of Hanover	LOC
1814	TIME
Ducal	LOC
Stade Region	LOC
Sumerian	ORG
Sud	PER
Lady of the Wind	MISC
Assyrian	ORG
Enlil	PER
Haia	PER
Ninshebargunnu	PER
Akkadian	ORG
Anu	PER
Sumerian Ki	PER
Nammu	PER
Dilmun	LOC
Nanna	PER
Ereshkigal	PER
Nergal	PER
Ninazu	PER
Enbilulu	PER
Ninurta	PER
Asag	PER
Sharur	PER
Adapa	LOC
Lady Wind	MISC
Lil - itu	PER
Hebrew Lilith	PER
Bolita	MISC
the latter 19th	TIME
20th centuries	TIME
Cuba	LOC
Florida	LOC
Hispanic	ORG
La Charada	MISC
Puerto Rico	LOC
Puerto Rican	LOC
Svetlana Yakovlevna Jitomirskaya	PER
June 4, 1966	TIME
Kharkiv	LOC
Valentina Borok	PER
Yakov Zhitomirskii	PER
Moscow State University	ORG
Vladimir Arnold	PER
Yakov Sinai	PER
University of California , Irvine	ORG
Artur Avila	PER
Black River	LOC
Michigan	LOC
Lake Michigan	LOC
South Haven	LOC
South Pier Lighthouse	LOC
13	NUM
North Branch Black River	LOC
Middle Branch Black River	LOC
South Branch Black River	LOC
Black River Drain	LOC
Leverich Drain	LOC
North State Road Drain	LOC
Clyde Township	LOC
Ganges Township	LOC
Allegan County	LOC
Little Bear Lake Drain	LOC
Melvin Creek	LOC
Lee Township	LOC
Van Buren County	LOC
Lower Jeptha Lake Drain	LOC
Black River Extension Drain	LOC
Columbia Township	LOC
Breedsville	LOC
three miles	NUM
Van Buren	LOC
Allegan	LOC
Field Marshals' Hall of the Winter Palace	LOC
Imperial Russia	LOC
Generalissimo	LOC
Winter Palace	LOC
Tsar Nicholas I	PER
1833	TIME
Auguste de Montferrand	PER
17 December 1837	TIME
thirty hours	TIME
Vasily Stasov	PER
State Hermitage Museum	LOC
Bal - musette	MISC
North Africa	LOC
Algerian	LOC
Raï	MISC
Paris Opera	ORG
Orchestre de Paris	ORG
Paris Conservatory	ORG
Cité de la Musique	LOC
La Villette	LOC
Paris Symphony Hall	LOC
Conservatory	LOC
Le Zenith	LOC
Google Keep	MISC
March 20, 2013	TIME
Keep	MISC
Google Now	MISC
Slow Life	MISC
Welsh	LOC
Super Furry Animals	ORG
Phantom Phorce	MISC
Phantom Power	MISC
Ciaran	PER
Motherfokker	MISC
Goldie Lookin Chain	ORG
